project_name,class_name,wmc,cbo,dit,lcom,rfc,noc,numberOfLinesOfCode,numberOfMethods,numberOfVersionsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,defective
lucene,org::apache::lucene::swing::models::TableSearcher,30.0,16,1,153,84.0,0,165.0,18.0,6,6,20.0,10.0,3.33333,23.0,13.0,3.83333,-3.0,1.0,-0.5,187.0,63.5,0
lucene,org::apache::lucene::ant::HtmlDocument,16.0,14,1,21,58.0,0,98.0,7.0,3,1,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,325.857,53.2381,0
lucene,org::apache::lucene::search::WildcardTermEnum,26.0,5,3,15,31.0,0,133.0,6.0,13,7,278.0,119.0,21.3846,228.0,118.0,17.5385,50.0,72.0,3.84615,368.143,80.5118,0
lucene,org::apache::lucene::queryParser::surround::parser::FastCharStream,19.0,3,1,91,24.0,0,75.0,14.0,2,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,60.2449,0
lucene,org::apache::lucene::search::similar::MoreLikeThis,68.0,18,1,496,105.0,0,285.0,32.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,194.286,0.0,0
lucene,org::apache::lucene::index::StoredFieldsWriterPerField,6.0,6,2,3,10.0,0,31.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.7143,0.0,0
lucene,org::apache::lucene::analysis::ru::RussianLowerCaseFilter,4.0,4,3,1,6.0,0,19.0,2.0,4,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,316.286,26.1071,0
lucene,org::apache::lucene::benchmark::byTask::feeds::SimpleSloppyPhraseQueryMaker,10.0,2,3,0,16.0,0,46.0,1.0,4,3,83.0,63.0,20.75,66.0,63.0,16.5,17.0,17.0,4.25,90.5714,13.0981,0
lucene,org::apache::lucene::index::IndexFileNameFilter,18.0,2,1,6,22.0,0,46.0,4.0,6,5,66.0,52.0,11.0,17.0,5.0,2.83333,49.0,47.0,8.16667,173.857,76.8528,0
lucene,org::apache::lucene::analysis::payloads::TypeAsPayloadTokenFilter,5.0,4,3,1,9.0,0,12.0,2.0,2,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,43.7143,31.4694,0
lucene,org::apache::lucene::search::DocIdSet,0.0,8,1,1,2.0,3,0.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.5714,0.0,0
lucene,org::apache::lucene::index::CharBlockPool,4.0,4,1,3,6.0,0,21.0,3.0,2,1,8.0,7.0,4.0,8.0,7.0,4.0,0.0,0.0,0.0,30.0,16.0,0
lucene,org::apache::lucene::index::IndexModifier,39.0,8,1,253,84.0,1,189.0,23.0,22,7,230.0,106.0,10.4545,133.0,28.0,6.04545,97.0,79.0,4.40909,174.286,66.6702,0
lucene,org::tartarus::snowball::ext::SpanishStemmer,162.0,1,2,66,104.0,0,919.0,12.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.57143,0.0,0
lucene,org::apache::lucene::analysis::snowball::SnowballAnalyzer,3.0,4,2,1,8.0,0,13.0,2.0,4,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,302.714,36.6071,0
lucene,org::apache::lucene::index::IndexFileNames,8.0,9,1,3,6.0,0,20.0,3.0,13,6,175.0,89.0,13.4615,30.0,8.0,2.30769,145.0,83.0,11.1538,173.857,98.0906,0
lucene,org::apache::lucene::misc::SweetSpotSimilarity,18.0,6,3,36,36.0,0,94.0,9.0,3,3,11.0,6.0,3.66667,10.0,5.0,3.33333,1.0,1.0,0.333333,123.857,31.013,0
lucene,org::apache::lucene::store::db::DbLock,4.0,1,2,6,4.0,0,11.0,4.0,2,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,247.0,26.4286,0
lucene,org::tartarus::snowball::ext::FrenchStemmer,219.0,1,2,91,150.0,0,1295.0,14.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.57143,0.0,0
lucene,org::apache::lucene::search::ConstantScoreQuery,12.0,11,2,28,16.0,0,30.0,8.0,9,5,187.0,158.0,20.7778,175.0,158.0,19.4444,12.0,6.0,1.33333,151.143,23.3155,0
lucene,org::apache::lucene::store::LockReleaseFailedException,1.0,2,1,0,1.0,0,3.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,46.8571,0.0,0
lucene,org::apache::lucene::analysis::de::GermanStemmer,58.0,4,1,28,123.0,0,171.0,8.0,12,5,12.0,1.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,367.143,78.2381,0
lucene,org::apache::lucene::index::MultiReader,57.0,9,2,378,84.0,0,215.0,28.0,35,9,711.0,203.0,20.3143,771.0,433.0,22.0286,-60.0,196.0,-1.71429,241.857,126.647,1
lucene,org::apache::lucene::queryParser::surround::query::DistanceQuery,13.0,8,3,21,36.0,0,68.0,7.0,2,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,60.2449,0
lucene,org::apache::lucene::search::ConstantScoreRangeQuery,3.0,3,4,3,5.0,0,10.0,3.0,6,3,25.0,16.0,4.16667,149.0,138.0,24.8333,-124.0,13.0,-20.6667,151.143,111.337,0
lucene,org::apache::lucene::analysis::TeeTokenFilter,2.0,6,3,1,4.0,0,10.0,2.0,4,2,24.0,17.0,6.0,6.0,4.0,1.5,18.0,17.0,4.5,44.8571,37.256,0
lucene,org::apache::lucene::util::cache::Cache,2.0,2,1,15,8.0,2,6.0,6.0,2,1,6.0,5.0,3.0,1.0,1.0,0.5,5.0,5.0,2.5,19.7143,0.119048,0
lucene,org::apache::lucene::search::TermsFilter,15.0,6,2,15,36.0,0,63.0,6.0,7,3,101.0,30.0,14.4286,22.0,16.0,3.14286,79.0,30.0,11.2857,136.571,98.8543,0
lucene,org::apache::lucene::store::IndexInput,24.0,46,1,120,37.0,12,89.0,16.0,6,4,88.0,29.0,14.6667,15.0,7.0,2.5,73.0,27.0,12.1667,211.857,126.529,0
lucene,org::apache::lucene::index::MockIndexInput,7.0,2,3,10,6.0,0,28.0,5.0,3,3,10.0,6.0,3.33333,12.0,6.0,4.0,-2.0,1.0,-0.666667,211.857,68.2286,0
lucene,org::apache::lucene::search::Collector,4.0,2,2,1,3.0,0,25.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,org::apache::lucene::queryParser::precedence::PrecedenceQueryParser,244.0,24,1,1081,284.0,1,822.0,47.0,7,1,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,187.286,0.979592,0
lucene,org::apache::lucene::index::TermEnum,3.0,42,1,15,9.0,6,7.0,6.0,6,4,49.0,23.0,8.16667,65.0,51.0,10.8333,-16.0,23.0,-2.66667,368.143,132.746,0
lucene,org::apache::lucene::store::MockRAMInputStream,6.0,4,3,3,11.0,0,44.0,3.0,4,2,33.0,19.0,8.25,15.0,7.0,3.75,18.0,12.0,4.5,83.4286,15.0433,0
lucene,org::apache::lucene::wikipedia::analysis::WikipediaTokenizerImpl,139.0,6,1,231,77.0,0,422.0,22.0,6,2,551.0,268.0,91.8333,604.0,276.0,100.667,-53.0,0.0,-8.83333,39.7143,1.63158,0
lucene,org::apache::lucene::util::OpenBitSetIterator,16.0,2,2,10,7.0,0,73.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.5714,0.0,0
lucene,org::apache::lucene::search::DefaultSimilarity,10.0,8,2,45,19.0,3,32.0,10.0,4,3,20.0,13.0,5.0,59.0,51.0,14.75,-39.0,1.0,-9.75,308.857,109.871,0
lucene,org::apache::lucene::index::InvertedDocConsumer,1.0,2,1,15,6.0,1,3.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.7143,0.0,0
lucene,org::apache::lucene::analysis::ngram::NGramTokenFilter,8.0,3,3,3,13.0,0,32.0,3.0,3,2,10.0,9.0,3.33333,14.0,12.0,4.66667,-4.0,0.0,-1.33333,82.1429,67.6286,1
lucene,org::apache::lucene::search::MultiSearcher,25.0,13,3,78,38.0,1,111.0,13.0,28,9,387.0,166.0,13.8214,210.0,51.0,7.5,177.0,161.0,6.32143,368.143,140.47,1
lucene,org::apache::lucene::queryParser::surround::query::SrndQuery,12.0,11,1,66,25.0,3,30.0,12.0,3,3,9.0,6.0,3.0,14.0,8.0,4.66667,-5.0,1.0,-1.66667,170.143,51.0794,0
lucene,org::apache::lucene::analysis::compound::hyphenation::HyphenationTree,61.0,9,2,78,67.0,0,270.0,13.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20.7143,0.0,0
lucene,org::apache::lucene::index::StoredFieldsWriterPerThread,7.0,3,2,10,9.0,0,32.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.7143,0.0,0
lucene,org::apache::lucene::search::function::ByteFieldSource,8.0,4,3,10,13.0,0,43.0,5.0,2,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,70.1429,13.5714,0
lucene,org::apache::lucene::queryParser::surround::query::OrQuery,8.0,6,3,6,15.0,0,29.0,4.0,2,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,60.2449,0
lucene,org::apache::lucene::search::SpanFilterResult,4.0,3,1,6,4.0,0,13.0,4.0,2,2,24.0,23.0,12.0,3.0,2.0,1.5,21.0,21.0,10.5,64.0,27.244,0
lucene,org::apache::lucene::analysis::ar::ArabicStemFilter,4.0,5,3,1,8.0,0,20.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,org::apache::lucene::index::LogByteSizeMergePolicy,6.0,2,3,15,7.0,0,20.0,6.0,3,1,17.0,13.0,5.66667,7.0,5.0,2.33333,10.0,8.0,3.33333,55.1429,3.59664,0
lucene,org::apache::lucene::util::ArrayUtil,9.0,10,1,10,9.0,0,38.0,5.0,2,1,23.0,22.0,11.5,2.0,1.0,1.0,21.0,21.0,10.5,11.7143,4.50932,0
lucene,org::apache::lucene::queryParser::surround::query::SrndPrefixQuery,12.0,7,3,21,25.0,0,35.0,7.0,3,3,7.0,6.0,2.33333,8.0,5.0,2.66667,-1.0,1.0,-0.333333,170.143,60.2449,0
lucene,org::apache::lucene::index::LogMergePolicy,58.0,6,2,136,79.0,2,258.0,17.0,10,1,162.0,56.0,16.2,36.0,17.0,3.6,126.0,48.0,12.6,55.1429,11.0441,0
lucene,org::apache::lucene::queryParser::analyzing::AnalyzingQueryParser,33.0,9,2,10,95.0,0,209.0,5.0,6,6,53.0,35.0,8.83333,42.0,28.0,7.0,11.0,7.0,1.83333,164.857,132.941,0
lucene,org::apache::lucene::search::spans::SpanFirstQuery,18.0,13,3,66,31.0,0,98.0,12.0,8,6,94.0,24.0,11.75,14.0,7.0,1.75,80.0,19.0,10.0,244.714,117.313,0
lucene,org::apache::lucene::index::GCJSegmentReader,2.0,1,4,0,3.0,0,7.0,1.0,4,2,15.0,6.0,3.75,11.0,5.0,2.75,4.0,4.0,1.0,211.0,45.5429,0
lucene,org::apache::lucene::benchmark::byTask::tasks::AddDocTask,11.0,8,2,21,31.0,0,40.0,7.0,5,4,115.0,84.0,23.0,95.0,84.0,19.0,20.0,16.0,4.0,90.5714,12.1255,0
lucene,org::apache::lucene::index::TermVectorsReader,58.0,13,1,105,73.0,0,313.0,15.0,27,8,731.0,179.0,27.0741,353.0,86.0,13.0741,378.0,119.0,14.0,241.714,144.604,0
lucene,org::apache::lucene::benchmark::byTask::tasks::ReportTask,18.0,14,2,21,57.0,4,71.0,7.0,3,2,163.0,118.0,54.3333,45.0,44.0,15.0,118.0,118.0,39.3333,90.5714,9.97546,0
lucene,org::apache::lucene::search::RemoteSearchable,14.0,7,2,45,25.0,0,50.0,10.0,13,6,96.0,23.0,7.38462,94.0,51.0,7.23077,2.0,23.0,0.153846,325.0,137.792,0
lucene,org::apache::lucene::swing::models::BaseListModel,6.0,5,1,10,16.0,0,19.0,5.0,3,3,6.0,4.0,2.0,6.0,3.0,2.0,0.0,2.0,0.0,187.0,152.333,0
lucene,org::apache::lucene::index::ConcurrentMergeScheduler,39.0,15,2,190,75.0,1,182.0,20.0,16,1,244.0,70.0,15.25,153.0,27.0,9.5625,91.0,44.0,5.6875,55.1429,11.1259,1
lucene,org::apache::lucene::document::SetBasedFieldSelector,4.0,5,2,1,4.0,0,14.0,2.0,3,2,73.0,59.0,24.3333,66.0,59.0,22.0,7.0,7.0,2.33333,121.571,81.9765,0
lucene,org::apache::lucene::analysis::de::GermanStemFilter,10.0,6,3,6,10.0,0,29.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,216.286,0.0,0
lucene,org::apache::lucene::xmlparser::builders::ConstantScoreQueryBuilder,2.0,5,1,1,7.0,0,12.0,2.0,3,1,24.0,16.0,8.0,10.0,8.0,3.33333,14.0,15.0,4.66667,136.571,32.0714,0
lucene,org::apache::lucene::index::SegmentMerger,104.0,27,1,136,175.0,0,507.0,17.0,51,11,1172.0,174.0,22.9804,637.0,75.0,12.4902,535.0,107.0,10.4902,368.143,235.447,1
lucene,org::apache::lucene::benchmark::utils::ExtractReuters,17.0,9,1,10,45.0,0,115.0,5.0,3,3,2.0,1.0,0.666667,1.0,1.0,0.333333,1.0,1.0,0.333333,99.0,8.64286,0
lucene,org::apache::lucene::util::PriorityQueue,25.0,33,1,66,23.0,15,90.0,12.0,9,7,99.0,35.0,11.0,92.0,51.0,10.2222,7.0,26.0,0.777778,368.143,192.729,0
lucene,org::apache::lucene::benchmark::byTask::tasks::ResetInputsTask,3.0,2,2,3,5.0,1,10.0,3.0,2,2,49.0,48.0,24.5,49.0,48.0,24.5,0.0,0.0,0.0,90.5714,11.0554,0
lucene,org::apache::lucene::index::TermVectorEntryFreqSortedComparator,3.0,5,1,1,7.0,0,15.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,63.2857,0.0,0
lucene,org::apache::lucene::index::LogDocMergePolicy,4.0,6,3,6,4.0,1,17.0,4.0,2,1,5.0,4.0,2.5,19.0,18.0,9.5,-14.0,0.0,-7.0,55.1429,1.94286,0
lucene,org::apache::lucene::benchmark::quality::QualityBenchmark,13.0,9,1,21,25.0,0,60.0,7.0,2,1,42.0,41.0,21.0,5.0,4.0,2.5,37.0,37.0,18.5,62.7143,22.3129,0
lucene,org::apache::lucene::search::function::ValueSource,1.0,4,1,10,6.0,3,3.0,5.0,3,3,2.0,1.0,0.666667,3.0,1.0,1.0,-1.0,0.0,-0.333333,70.1429,4.64286,0
lucene,org::apache::lucene::store::VerifyingLockFactory,3.0,3,2,3,6.0,0,12.0,3.0,2,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,53.0,3.07143,0
lucene,org::apache::lucene::index::TermsHashPerThread,17.0,11,2,28,28.0,0,75.0,8.0,2,1,8.0,7.0,4.0,3.0,2.0,1.5,5.0,5.0,2.5,11.7143,2.375,0
lucene,org::apache::lucene::index::ReusableStringReader,5.0,2,1,3,7.0,0,22.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,0.0,0
lucene,org::tartarus::snowball::ext::NorwegianStemmer,44.0,1,2,15,24.0,0,281.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.57143,0.0,0
lucene,org::apache::lucene::search::TopFieldDocCollector,6.0,3,3,3,13.0,0,29.0,3.0,6,6,22.0,14.0,3.66667,12.0,5.0,2.0,10.0,13.0,1.66667,144.286,83.3571,0
lucene,org::apache::lucene::analysis::sinks::DateRecognizerSinkTokenizer,4.0,3,4,1,6.0,0,19.0,2.0,2,2,3.0,2.0,1.5,3.0,2.0,1.5,0.0,0.0,0.0,43.7143,24.4762,0
lucene,org::apache::lucene::xmlparser::QueryBuilderFactory,4.0,5,1,6,11.0,0,14.0,4.0,4,2,23.0,16.0,5.75,6.0,3.0,1.5,17.0,15.0,4.25,136.571,48.8385,0
lucene,org::apache::lucene::benchmark::byTask::feeds::EnwikiDocMaker,4.0,4,3,6,12.0,0,16.0,4.0,5,2,79.0,29.0,15.8,26.0,14.0,5.2,53.0,16.0,10.6,60.8571,21.9114,0
lucene,org::apache::lucene::search::DisjunctionMaxScorer,32.0,3,3,55,64.0,0,115.0,11.0,7,5,292.0,195.0,41.7143,312.0,195.0,44.5714,-20.0,7.0,-2.85714,151.0,89.7378,0
lucene,org::apache::lucene::search::BooleanQuery,46.0,36,2,210,94.0,1,149.0,21.0,56,9,758.0,98.0,13.5357,465.0,73.0,8.30357,293.0,55.0,5.23214,368.143,166.469,0
lucene,org::apache::lucene::index::DocInverterPerThread,5.0,6,2,10,14.0,0,26.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.7143,0.0,0
lucene,org::apache::lucene::index::TermBuffer,16.0,9,1,36,30.0,0,79.0,9.0,3,3,63.0,56.0,21.0,43.0,37.0,14.3333,20.0,19.0,6.66667,208.714,171.002,0
lucene,org::apache::lucene::util::DocIdBitSet,3.0,5,2,3,4.0,0,9.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.5714,0.0,0
lucene,org::apache::lucene::analysis::TokenFilter,3.0,5,2,3,5.0,42,10.0,3.0,10,5,40.0,13.0,4.0,66.0,51.0,6.6,-26.0,9.0,-2.6,368.143,185.707,1
lucene,org::apache::lucene::analysis::cjk::CJKTokenizer,26.0,3,3,1,8.0,0,140.0,2.0,4,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,250.143,10.5714,0
lucene,org::apache::lucene::search::Query,23.0,103,1,66,49.0,16,84.0,12.0,27,8,316.0,91.0,11.7037,210.0,55.0,7.77778,106.0,43.0,3.92593,368.143,102.066,0
lucene,org::apache::lucene::analysis::CachingTokenFilter,8.0,7,3,6,14.0,0,30.0,4.0,4,2,90.0,72.0,22.5,85.0,72.0,21.25,5.0,4.0,1.25,75.4286,51.7698,1
lucene,org::apache::lucene::benchmark::byTask::tasks::SearchWithSortTask,16.0,5,3,45,24.0,0,61.0,10.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.14286,0.0,0
lucene,org::apache::lucene::benchmark::byTask::feeds::TrecDocMaker,27.0,13,2,36,71.0,0,153.0,9.0,10,3,326.0,221.0,32.6,297.0,221.0,29.7,29.0,10.0,2.9,86.2857,9.94741,1
lucene,org::apache::lucene::benchmark::quality::trec::Trec1MQReader,4.0,3,1,1,16.0,0,33.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.8571,0.0,0
lucene,org::apache::lucene::demo::HTMLDocument,4.0,7,1,6,25.0,0,52.0,4.0,12,6,79.0,18.0,6.58333,114.0,51.0,9.5,-35.0,7.0,-2.91667,349.571,155.192,0
lucene,org::apache::lucene::util::Parameter,6.0,1,1,6,12.0,6,24.0,4.0,4,3,10.0,6.0,2.5,9.0,5.0,2.25,1.0,1.0,0.25,209.0,69.2857,0
lucene,org::apache::lucene::search::RemoteCachingWrapperFilter,3.0,2,2,3,9.0,1,11.0,3.0,4,2,13.0,12.0,3.25,2.0,1.0,0.5,11.0,12.0,2.75,78.2857,39.4286,0
lucene,org::apache::lucene::swing::models::BaseTableModel,18.0,7,1,45,30.0,0,60.0,10.0,3,3,7.0,5.0,2.33333,7.0,3.0,2.33333,0.0,2.0,0.0,187.0,156.653,0
lucene,lucli::LuceneMethods,48.0,21,1,78,147.0,0,232.0,13.0,4,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,251.857,30.8571,0
lucene,org::tartarus::snowball::SnowballProgram,95.0,25,1,325,76.0,19,306.0,26.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.57143,0.0,0
lucene,org::apache::lucene::benchmark::byTask::tasks::RepAllTask,9.0,8,3,3,28.0,0,38.0,3.0,3,2,79.0,41.0,26.3333,44.0,41.0,14.6667,35.0,35.0,11.6667,90.5714,10.34,0
lucene,org::apache::lucene::benchmark::byTask::feeds::DemoHTMLParser,2.0,2,1,1,5.0,0,5.0,2.0,2,1,5.0,4.0,2.5,8.0,7.0,4.0,-3.0,0.0,-1.5,80.2857,10.5143,0
lucene,org::apache::lucene::xmlparser::builders::SpanNearBuilder,4.0,5,3,1,14.0,0,19.0,2.0,3,1,19.0,16.0,6.33333,8.0,6.0,2.66667,11.0,15.0,3.66667,136.571,40.3609,0
lucene,org::apache::lucene::index::SegmentTermPositions,31.0,3,2,105,34.0,0,129.0,15.0,20,8,196.0,74.0,9.8,113.0,51.0,5.65,83.0,68.0,4.15,368.143,251.561,0
lucene,org::apache::lucene::analysis::ru::RussianStemmer,44.0,4,1,136,68.0,0,173.0,17.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,216.286,0.0,0
lucene,org::apache::lucene::benchmark::byTask::feeds::LineDocMaker,10.0,6,2,21,23.0,1,38.0,7.0,7,2,86.0,49.0,12.2857,43.0,10.0,6.14286,43.0,39.0,6.14286,63.0,24.4784,0
lucene,org::apache::lucene::index::NormsWriterPerField,8.0,5,2,10,12.0,0,32.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.7143,0.0,0
lucene,org::apache::lucene::queryParser::precedence::PrecedenceQueryParserTokenManager,301.0,4,1,496,167.0,0,947.0,32.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,187.286,0.0,0
lucene,org::apache::lucene::analysis::fr::FrenchAnalyzer,5.0,5,2,3,14.0,0,19.0,3.0,9,2,9.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,246.143,15.7937,0
lucene,org::apache::lucene::search::ReqOptSumScorer,12.0,4,3,15,18.0,0,41.0,6.0,2,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,193.286,80.0816,0
lucene,org::apache::lucene::ant::DocumentHandlerException,4.0,2,1,3,7.0,0,16.0,3.0,2,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,325.857,39.7857,0
lucene,org::apache::lucene::analysis::shingle::ShingleAnalyzerWrapper,6.0,2,2,15,10.0,0,23.0,6.0,2,2,47.0,46.0,23.5,44.0,43.0,22.0,3.0,3.0,1.5,27.5714,6.85106,0
lucene,org::apache::lucene::queryParser::TokenMgrError,17.0,5,1,6,26.0,0,57.0,4.0,4,3,21.0,18.0,5.25,14.0,11.0,3.5,7.0,7.0,1.75,264.857,247.061,0
lucene,org::apache::lucene::xmlparser::builders::SpanFirstBuilder,2.0,5,3,1,8.0,0,14.0,2.0,2,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,136.571,45.042,0
lucene,org::apache::lucene::search::MatchAllDocsQuery,7.0,13,2,15,15.0,0,22.0,6.0,10,6,52.0,31.0,5.2,46.0,27.0,4.6,6.0,5.0,0.6,163.429,29.2994,0
lucene,org::apache::lucene::xmlparser::ParserException,1.0,0,1,0,1.0,0,3.0,1.0,3,2,18.0,16.0,6.0,9.0,5.0,3.0,9.0,11.0,3.0,136.571,49.9444,0
lucene,org::apache::lucene::benchmark::byTask::utils::Format,5.0,7,1,6,18.0,0,21.0,4.0,4,2,127.0,114.0,31.75,116.0,114.0,29.0,11.0,10.0,2.75,90.5714,13.667,0
lucene,org::tartarus::snowball::ext::PorterStemmer,141.0,1,2,78,90.0,0,788.0,13.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.57143,0.0,0
lucene,org::apache::lucene::swing::models::DataStore,2.0,6,1,1,3.0,0,7.0,2.0,3,3,4.0,2.0,1.33333,7.0,3.0,2.33333,-3.0,0.0,-1.0,187.0,71.4286,0
lucene,org::apache::lucene::store::MockRAMDirectory,61.0,18,3,253,97.0,0,195.0,23.0,14,1,269.0,89.0,19.2143,38.0,16.0,2.71429,231.0,73.0,16.5,94.2857,36.2459,0
lucene,org::apache::lucene::search::HitQueue,3.0,1,2,1,3.0,0,11.0,2.0,3,3,20.0,13.0,6.66667,57.0,51.0,19.0,-37.0,1.0,-12.3333,368.143,166.193,0
lucene,org::apache::lucene::misc::IndexMergeTool,3.0,3,1,0,11.0,0,22.0,1.0,5,3,24.0,15.0,4.8,56.0,53.0,11.2,-32.0,7.0,-6.4,146.0,6.02381,0
lucene,org::apache::lucene::search::Filter,2.0,18,1,3,5.0,16,6.0,3.0,6,5,49.0,26.0,8.16667,65.0,51.0,10.8333,-16.0,21.0,-2.66667,368.143,247.601,0
lucene,org::apache::lucene::benchmark::byTask::tasks::OpenIndexTask,2.0,4,2,1,10.0,0,14.0,2.0,10,3,108.0,56.0,10.8,109.0,56.0,10.9,-1.0,6.0,-0.1,90.5714,21.6005,0
lucene,org::apache::lucene::queryParser::surround::query::TooManyBasicQueries,1.0,1,1,0,1.0,0,3.0,1.0,2,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,60.2449,0
lucene,org::apache::lucene::benchmark::byTask::tasks::CloseIndexTask,5.0,5,2,6,11.0,0,18.0,4.0,4,3,57.0,43.0,14.25,46.0,43.0,11.5,11.0,11.0,2.75,90.5714,19.8697,0
lucene,org::apache::lucene::search::highlight::Highlighter,46.0,29,1,105,86.0,0,280.0,15.0,14,7,208.0,46.0,14.8571,106.0,46.0,7.57143,102.0,41.0,7.28571,191.429,62.5446,0
lucene,org::apache::lucene::store::AlreadyClosedException,1.0,4,1,0,1.0,0,3.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,82.0,0.0,0
lucene,org::apache::lucene::index::FilterIndexReader,24.0,2,2,276,60.0,2,82.0,24.0,27,9,245.0,61.0,9.07407,164.0,50.0,6.07407,81.0,49.0,3.0,259.143,99.2315,0
lucene,org::apache::lucene::index::SegmentWriteState,2.0,4,1,1,3.0,0,13.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,org::apache::lucene::search::FilteredQuery,15.0,14,2,36,28.0,0,131.0,9.0,16,8,150.0,36.0,9.375,69.0,36.0,4.3125,81.0,20.0,5.0625,233.0,116.207,0
lucene,org::apache::lucene::misc::ChainedFilter,22.0,7,2,21,44.0,0,101.0,7.0,5,2,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,285.143,41.4286,0
lucene,org::apache::lucene::search::RemoteCachingWrapperFilterHelper,5.0,5,3,3,10.0,0,22.0,3.0,4,2,3.0,2.0,0.75,4.0,2.0,1.0,-1.0,0.0,-0.25,78.2857,28.4762,0
lucene,org::apache::lucene::search::spell::LuceneDictionary,2.0,4,1,1,4.0,0,7.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,205.143,0.0,0
lucene,org::apache::lucene::search::payloads::PayloadHelper,2.0,4,1,1,16.0,0,21.0,2.0,2,2,4.0,3.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,7.0,2.25,0
lucene,org::apache::lucene::util::ScorerDocQueue,29.0,4,1,120,33.0,0,115.0,16.0,2,1,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,103.0,2.69388,0
